Ambientes,Antigüedad,Baños,Bodegas,Cocheras,Departamentos por piso,Disposición,Dormitorios,Expensas,Orientación,Piso (unidad),Pisos,Superficie cubierta,Superficie total,Tipo de departamento,address,neighborhood,price
4,,2,,,,,3,,,,,105,110,,Sanchez De Bustamante 1800,Palermo - Capital Federal,25000
3,65 años,1,,,3,Interno,2,,Norte,11,12,46,46,,Avenida Jujuy 500,Balvanera - Capital Federal,12500
3,0 años,2,,,3,,2,,Oeste,1,3,100,106,,Doblas 1300,Parque Chacabuco - Capital Federal,25000
4,,1,,,,Frente,3,7200,,,9,90,95,Departamento,"Arredondo, Virrey 2300",Belgrano - Capital Federal,25000
4,32 años,2,,1,,Frente,3,28000,,,1,229,229,,Posadas Entre Callao Y Ayacucho,Recoleta - Capital Federal,100000
3,35 años,1,,1,,Lateral,2,6000,Este,,,59,62,,11 De Septiembre Al 1700,Belgrano - Capital Federal,21000
3,3 años,2,,,,Frente,2,10840,Este,6,9,80,80,Departamento,Av.san Martin  4630,Villa Del Parque - Capital Federal,26000
3,45 años,1,,,,Lateral,2,2700,,,,57,57,,Grecia Al 2900,Núñez - Capital Federal,16300
4,,2,,,,Frente,3,14000,,,,100,115,Departamento,Av. Coronel Diaz 2500,Palermo - Capital Federal,23000
4,10 años,4,,1,,Frente,3,30000,Este,,,198,213,,Libertador 7050,Núñez - Capital Federal,5000
6,28 años,4,,2,,Frente,3,32000,,,,230,245,Departamento,Austria Al 2600,Palermo - Capital Federal,5000
3,9 años,3,,2,,,2,14000,,,,128,145,Departamento,Manso Juana Al 100,Puerto Madero - Capital Federal,2700
2,4 años,1,,,4,Frente,1,3800,Norte,3,6,45,47,Departamento,Helguera 4500,Villa Pueyrredón - Capital Federal,14000
3,,3,,1,,,2,,,,,89,89,,Liberrtad 1170,Recoleta - Capital Federal,23000
3,,3,,2,,Frente,2,,Este,,,155,160,Departamento,Azucena Villaflor 500,Puerto Madero - Capital Federal,2800
3,40 años,2,,1,,Contrafrente,2,8500,,,1,88,100,,Sucre Al 2500,Belgrano - Capital Federal,29000
3,0 años,2,,1,,Contrafrente,2,14000,,,,135,155,Departamento,Alvear Al 1500,Recoleta - Capital Federal,1700
1,0 años,1,,1,,Lateral,1,4500,,,3,35,42,,Malabia Al 1900,Palermo - Capital Federal,19000
3,50 años,2,,,,Contrafrente,2,7000,Norte,,1,82,,,Azcuenaga Al 1500,Recoleta - Capital Federal,20000
3,40 años,1,,1,,Frente,,,Este,,15,,,,Ciudad De La Paz Al 1500,Belgrano - Capital Federal,30000
3,45 años,1,,,4,Frente,2,,Norte,2,9,58,62,Departamento,Cordoba 5291,Palermo - Capital Federal,150000
3,0 años,1,,1,,,2,,,,,120,120,Departamento,Alvear Al 1800,Recoleta - Capital Federal,1500
3,45 años,1,,1,,Contrafrente,2,9700,Este,,,77,82,,Uruguay Al 1200,Recoleta - Capital Federal,1000
6,,5,,2,,,3,,,,,230,240,,Libertador  300,Barrio Norte - Capital Federal,3000
3,15 años,2,,1,3,,2,,,1,8,65,65,,Humberto Primo 900,San Telmo - Capital Federal,19000
5,12 años,3,,2,,Frente,4,42000,Este,,,369,369,,Azucena Villaflor Al 600,Puerto Madero - Capital Federal,7500
3,0 años,2,,1,,,2,,,,,70,70,Departamento,Av. Del Libertador Al 8000,Núñez - Capital Federal,1500
3,41 años,3,,,,Frente,2,10629,,,,117,117,Piso,"Kennedy,  John Fitzgerald 2900",Palermo Nuevo - Capital Federal,48000
3,,2,,1,,,2,,,,,122,122,,Juana Manso 700,Puerto Madero - Capital Federal,130000
3,35 años,2,,,,Frente,2,3000,Este,,,70,70,,Ruggieri Silvio L.  Al 2700,Palermo - Capital Federal,22000
3,45 años,2,,,3,Contrafrente,2,9645,,,11,77,80,Departamento,Libertad  Al 1100,Recoleta - Capital Federal,42000
3,0 años,2,,,,Contrafrente,2,,,,,90,95,Departamento,Libertad  Al 1300,Recoleta - Capital Federal,1950
3,2 años,2,,1,,Frente,2,30000,Este,,1,190,190,,Marta Linch Al 400,Puerto Madero - Capital Federal,4000
3,45 años,1,,1,,Contrafrente,2,11000,,,,80,80,Departamento,Billinghurst Al 2500,Palermo - Capital Federal,32000
4,0 años,5,,,,,3,2100,,,,230,230,Departamento,Azucena Villaflor Al 600,Puerto Madero - Capital Federal,5200
2,,1,,,4,,1,,,,3,32,32,,Serrano 700,Villa Crespo - Capital Federal,9000
3,20 años,1,,,,Frente,2,6652,,,1,83,83,,Sinclair Entre Demaría       Y Seguí,Palermo - Capital Federal,26000
3,0 años,2,,,2,Contrafrente,2,11100,,,,90,100,Departamento,Libertad Al 1100,Recoleta - Capital Federal,20000
3,,2,,,,,2,6900,,,,119,119,Departamento,Av. Santa Fe 1900,Recoleta - Capital Federal,26950
3,10 años,2,,1,2,,2,5000,Sur,5,7,58,61,Departamento,Formosa Al 100,Caballito - Capital Federal,20000
3,,1,,,,,2,,,,,108,108,Departamento,Callao Y Vicente Lopez,Recoleta - Capital Federal,20000
4,,2,,1,,Frente,3,10459,,,21,148,163,Departamento,Figueroa Alcorta Pres. Av. 3400,Palermo - Capital Federal,2500
6,0 años,6,,3,,Frente,4,25000,Norte,,,340,360,,Migueletes 800,Belgrano - Capital Federal,8900
3,50 años,2,,,,Contrafrente,2,8000,Norte,,1,82,,,Azcuenaga Al 1500,Recoleta - Capital Federal,19000
3,,2,,,,Frente,2,10000,,,,68,68,Departamento,"Pueyrredon, Av. 600",Once - Capital Federal,25000
3,,1,,,,,2,,,,,80,80,,"Flores  ,salvingny 1700",Flores - Capital Federal,17000
3,60 años,1,,,2,Contrafrente,2,7500,,,10,95,95,Departamento,República Árabe Siria Al 2600,Palermo - Capital Federal,26900
1,0 años,1,,1,8,Contrafrente,,800,,,3,33,36,Departamento,Vallejos Al 4400,Villa Devoto - Capital Federal,13000
3,40 años,1,,,,Frente,2,,,1,1,55,60,Departamento,Lascano 2900,Villa Del Parque - Capital Federal,18000
5,40 años,2,,1,,Contrafrente,3,8000,,,,98,98,Departamento,Av.santa Fe  Al 3000,Barrio Norte - Capital Federal,35000
3,20 años,2,,1,,,2,15000,,,,,135,,Av. Azucena Villaflor Al 500,Puerto Madero - Capital Federal,2400
3,40 años,2,,,,Frente,2,15000,Este,,1,120,120,,Del Libertador Al 900 Y Callao,Recoleta - Capital Federal,32000
3,,1,,,,Contrafrente,2,3700,,8,,52,61,Departamento,Cucha Cucha 1500,Villa Crespo - Capital Federal,17000
3,45 años,2,,1,,Contrafrente,2,13000,Oeste,,1,110,110,,Parera 100 Y Alvear,Barrio Norte - Capital Federal,37000
3,45 años,2,,,,Frente,2,8500,,10,,8574,8624,Departamento,Callao 1600,Recoleta - Capital Federal,30000
3,5 años,2,,,,Contrafrente,2,,,,,66,66,Departamento,Parana Al 400,Retiro - Capital Federal,19000
3,15 años,1,,1,,Frente,2,,,4,,54,54,Departamento,Quirno 200,Floresta - Capital Federal,15000
1,10 años,1,,,3,Contrafrente,,4000,,,10,40,80,Departamento,Billinghurst Al 900,Almagro - Capital Federal,13500
4,61 años,2,,,,Contrafrente,3,10500,,,,155,155,Departamento,Pacheco De Melo Jose Andres Al 2400,Recoleta - Capital Federal,29000
3,15 años,2,,1,,Frente,2,,Norte,,,86,101,,"Segui, F.  4700 Y Sinclair",Palermo - Capital Federal,65000
3,,,,,,,2,,,,,52,53,,Paraguay 3604,Palermo - Capital Federal,34000
4,0 años,2,,,,,3,4400,,,,80,85,Departamento,Cuenca Al 800,Floresta - Capital Federal,13800
4,50 años,1,,,8,Lateral,3,4600,,9,10,669,669,Departamento,"Paraguay 1307 Piso 1º ""13"" 1300",Retiro - Capital Federal,18000
2,7 años,1,,1,3,Frente,1,5000,,1,8,42,58,Departamento,San Luis 3200,Balvanera - Capital Federal,16000
6,42 años,3,,1,,,5,34299,,,,320,334,,Av Alvear Al 1500,Recoleta - Capital Federal,3500
3,,2,,1,,Contrafrente,2,,,,,75,83,,Av Cordoba 4700,Palermo - Capital Federal,25000
4,50 años,3,,,,Frente,3,13000,,,1,135,135,,Guido Al 1800,Recoleta - Capital Federal,27000
3,,2,,1,,Contrafrente,2,,,,27,85,90,Departamento,Paraguay 4700,Palermo - Capital Federal,3600
5,40 años,3,,2,,Frente,4,24000,,,,300,300,,Teodoro Garcia Al 1900,Belgrano - Capital Federal,5000
3,,1,,1,,Frente,1,,,,,76,80,Departamento,Paraguay 4700,Palermo - Capital Federal,3500
4,,2,,1,,,3,,,,,110,110,Departamento,S. Ortiz Y Juncal,Palermo Chico - Capital Federal,55000
3,10 años,3,,1,,Frente,2,1,Este,,1,164,178,,La Porteña Ii - Juana Manso 1300,Puerto Madero - Capital Federal,2900
3,,1,,,,Frente,2,2600,,,,65,65,Departamento,Boulogne Sur Mer 700,Once - Capital Federal,21000
4,30 años,2,,1,,Frente,3,,,,,,147,,Matienzo Al 1500,Las Cañitas - Capital Federal,2000
4,1 años,3,,2,,Frente,3,25000,Norte,,1,211,224,,Castañeda 2050,Belgrano Chico - Capital Federal,6500
3,5 años,2,,,,,2,,,,,170,,,Juana Manso Al 1300,Puerto Madero - Capital Federal,4500
5,,3,,1,,Frente,3,11600,,,,105,105,Departamento,"Sucre, Mariscal Antonio 2000",Belgrano - Capital Federal,34000
4,50 años,2,,,,,3,3000,,,,95,100,Departamento,Av. Varela Al 100,Flores - Capital Federal,18800
2,,1,,,3,,1,,,10,10,40,40,,Alberdi 1686,Caballito - Capital Federal,12000
2,4 años,1,,,4,Frente,1,3800,Norte,3,6,45,47,Departamento,Helguera 4500,Villa Pueyrredón - Capital Federal,14000
4,,1,,,,Frente,3,2300,,,,75,75,Departamento,Av. Cã³rdoba 1400,Recoleta - Capital Federal,15000
3,50 años,1,,,4,,2,2530,,,8,49,49,Departamento,Quito Al 4000,Almagro - Capital Federal,16500
3,,2,,,,Contrafrente,2,7000,,,,75,75,Departamento,"Pueyrredon, Av. 700",Balvanera - Capital Federal,18000
3,60 años,1,,,2,Frente,2,6000,,4,7,60,60,Semi piso,Yerbal 3166,Floresta - Capital Federal,11000
3,40 años,,,,,Lateral,2,3700,,,14,48,48,Departamento,Gurruchaga 2200,Palermo - Capital Federal,17000
3,,2,,,,Frente,2,5250,,,12,82,82,Departamento,"Corrientes, Avda. 4700",Almagro - Capital Federal,20000
4,,2,,,,,3,,,,,112,112,Departamento,Aime Paine Al 1600,Puerto Madero - Capital Federal,50000
2,,1,,,,,2,,,,,55,,,Saladillo 5359 Pb 1,Mataderos - Capital Federal,16000
,45 años,1,,,3,Lateral,1,,Este,,3,40,55,,Av. Avellaneda 4528,Floresta - Capital Federal,9500
3,40 años,1,,1,2,Contrafrente,2,,Oeste,3,7,50,50,,Azara 600,San Telmo - Capital Federal,14000
4,0 años,3,,2,,,3,,,,,286,286,Departamento,Libertador Al 7000,Núñez - Capital Federal,7000
3,60 años,1,,,17,Frente,2,3200,Oeste,12,15,40,46,Departamento,Alberti 100,Congreso - Capital Federal,13000
4,,2,,,,Contrafrente,3,11000,,,10,94,100,Departamento,Paraguay 800,Retiro - Capital Federal,17000
3,15 años,1,,1,,Contrafrente,1,7200,Este,,1,100,110,,Libertador Al 5500,Belgrano - Capital Federal,2500
2,4 años,1,,,4,Frente,1,3800,Norte,3,6,45,47,Departamento,Helguera 4500,Villa Pueyrredón - Capital Federal,14000
4,3 años,1,,,,,3,7200,,,,90,95,Departamento,Virrey Arredondo Al 2300,Belgrano - Capital Federal,25000
3,0 años,1,,1,,,1,,Este,,,,51,,Esmeralda Al 800,Capital Federal,1200
6,8 años,3,,1,1,Frente,4,,Oeste,3,8,165,177,,Miro 100,Caballito - Capital Federal,52000
3,70 años,2,,,,Contrafrente,2,,,,,60,,,Juncal1800,Recoleta - Capital Federal,30000
4,10 años,3,,,,Frente,3,15000,,,,135,135,Departamento,Juana Manso 1100,Puerto Madero - Capital Federal,63000
4,15 años,2,,2,,Frente,3,8000,Norte,,1,145,145,,Godoy Cruz Al 3000,Palermo Nuevo - Capital Federal,2800
3,,3,,,,,2,,,,,120,130,,Posadas 1500 1500,Recoleta - Capital Federal,38500
3,0 años,2,,1,,,2,13000,,,,105,127,,Migueletes Al 800,Las Cañitas - Capital Federal,2499
4,0 años,4,,1,,,3,,,,,180,180,Departamento,Julieta Lanteri Al 1300,Puerto Madero - Capital Federal,2800
3,2 años,2,,2,,Frente,2,29500,Este,,1,190,190,,Marta Lynch Al 400,Puerto Madero - Capital Federal,4000
4,,2,,2,,Frente,3,,,,25,136,136,Departamento,Arcos 2600,Belgrano - Capital Federal,3500
3,40 años,1,,,4,Contrafrente,2,4000,,8,,55,55,Departamento,Juramento 1900,Belgrano - Capital Federal,17000
3,40 años,1,,,,Frente,2,6000,,,,,87,,Arenales Al 900,Retiro - Capital Federal,1300
3,40 años,1,,,,Frente,2,6000,,,,,87,,Arenales Al 900,Retiro - Capital Federal,1300
3,0 años,2,,1,,Frente,2,,Oeste,,,85,95,,Juana Manso Al 400,Puerto Madero - Capital Federal,3000
3,7 años,2,,1,,Frente,2,,Norte,,1,75,,,Ruggieri Al 2900,Palermo Nuevo - Capital Federal,2100
3,18 años,2,,,,Frente,2,1,,,,110,110,Departamento,Bulnes  Al 2800,Palermo - Capital Federal,1900
30,,1,,,,Frente,30,,,,3,186,,Departamento,"Alvear, Marcelo T. De 2000",Barrio Norte - Capital Federal,50000
4,9 años,4,,2,,Frente,3,46500,Oeste,,2,320,366,,Pierina Dealessi Al 500,Puerto Madero - Capital Federal,12000
3,50 años,1,,,1,Frente,2,5000,Norte,1,6,92,98,Departamento,Larrea 1200,Recoleta - Capital Federal,22000
3,,2,,,,,2,,,,,97,97,Departamento,Marcelo T. De Alvear 2300,Recoleta - Capital Federal,25000
4,9 años,4,,2,,Frente,3,46500,Oeste,,2,320,366,,Pierina Dealessi Al 500,Puerto Madero - Capital Federal,12000
3,50 años,2,,1,,Frente,2,10780,Norte,,,110,110,,Ortiz De Ocampo Al 2500,Palermo - Capital Federal,29000
3,50 años,1,,,5,Contrafrente,2,5840,,,7,62,62,Departamento,Balcarce Al 200,Monserrat - Capital Federal,22000
4,0 años,2,,,4,Contrafrente,3,3000,,4,,107,107,Departamento,Colombres 192,Boedo - Capital Federal,250000
3,19 años,3,,2,,Frente,3,17000,Norte,,1,170,220,,Sucre 755,Belgrano - Capital Federal,4200
3,,2,,1,,,2,14000,,,,72,80,Departamento,Humboldt  2000,Palermo Hollywood - Capital Federal,65000
3,0 años,3,,1,,Frente,2,8000,Norte,,,100,117,,Av. Libertador Al 2400,Palermo Chico - Capital Federal,3100
3,,1,,,,Frente,2,,,,,95,95,Departamento,Rodriguez Peña 100,Monserrat - Capital Federal,24000
4,0 años,3,,,,,3,6000,,,,82,88,Departamento,Lavalle Al 2900,Once - Capital Federal,25000
5,60 años,2,,,1,Frente,3,,Norte,,1,100,120,Piso,José Olaya 100,Villa Crespo - Capital Federal,30000
3,0 años,,,1,1,Frente,2,10000,,,43,107,112,Departamento,Manso Juana Al 500,Puerto Madero - Capital Federal,1900
3,,1,,,,,2,,,,,70,75,,Tacuari  263,Monserrat - Capital Federal,18000
3,0 años,2,,1,,,2,,,,,100,119,,Migueletes Al 800,Las Cañitas - Capital Federal,2499
5,0 años,3,,2,,,4,17000,,,,266,273,Departamento,Garcia Teodoro Al 1900,Belgrano - Capital Federal,5000
4,,3,,1,,Frente,3,7170,,,8,84,90,Departamento,"Campos, Luis Maria 1100",Belgrano - Capital Federal,22000
4,12 años,3,,2,,Frente,3,40244,Norte,,1,233,233,,Julieta Lantieri Al 1200,Puerto Madero - Capital Federal,4500
4,1 años,3,,2,,Frente,3,25000,Norte,,1,211,224,,Ramsay 2020,Belgrano Chico - Capital Federal,6500
3,65 años,2,,,,Frente,2,6500,Norte,,5,74,80,Departamento,Federico Lacroze 2450,Colegiales - Capital Federal,17000
3,,1,,,,,2,4930,,,,65,68,Departamento,Armenia 2200,Palermo - Capital Federal,21000
,3 años,,,,,,,,,,,,90,,Virrey Del Pino Al 2300,Belgrano - Capital Federal,30000
3,,2,,,,,2,,,,,91,91,Departamento,Av. Alvear Y Rodriguez Peña,Recoleta - Capital Federal,25000
4,30 años,1,,1,10,,3,,,,9,70,70,,Avenida Escalada 2569,Villa Lugano - Capital Federal,80000
3,,2,,,,,2,,,,,81,81,,Mexico 1700,Monserrat - Capital Federal,160000
3,30 años,1,,,,,2,,,,1,53,55,Departamento,Segurola  3200,Villa Devoto - Capital Federal,12500
2,18 años,1,,1,4,Frente,1,2200,Oeste,,3,36,36,Departamento,Pasco 1200,San Cristóbal - Capital Federal,13000
4,21 años,2,,1,,,3,,,,,98,110,Departamento,Quartier Sinclair,Palermo - Capital Federal,2500
3,5 años,2,,1,,Contrafrente,2,20000,Norte,,1,150,170,,Petrona Eyle Al 300,Puerto Madero - Capital Federal,5500
4,10 años,2,,1,,Frente,3,21000,Norte,,1,120,130,,Migueletes Al 1000 (olleros Y Gorostiaga),Belgrano - Capital Federal,2000
4,79 años,1,,,,,3,,,,,84,84,Departamento,Lavalle 500,San Nicolás - Capital Federal,16000
2,18 años,1,,1,4,Frente,1,2200,Oeste,,3,36,36,Departamento,Pasco 1200,Balvanera - Capital Federal,13000
4,20 años,1,,,,Frente,3,,,9,,150,150,Piso,Av. Nazca 400,Flores - Capital Federal,27000
4,,2,,,,Frente,3,3500,,,,69,69,Departamento,Carrasco 800,Floresta - Capital Federal,15000
2,4 años,1,,,4,Frente,1,3800,Norte,3,6,45,47,Departamento,Helguera 4500,Villa Pueyrredón - Capital Federal,14000
3,12 años,2,,2,,Contrafrente,2,16000,Norte,,,220,220,,Sucre Al 700,Belgrano Chico - Capital Federal,4200
4,,3,,,,,3,9000,,,,125,138,Departamento,Güemes E/ Coronel Diaz Y Billinghurst,Recoleta - Capital Federal,24000
4,10 años,2,,1,,Frente,3,21000,Norte,,1,120,130,,Migueletes Al 1000 (olleros Y Gorostiaga),Las Cañitas - Capital Federal,2000
4,,2,,1,,,3,,,,,140,150,,Migueletes 800,Las Cañitas - Capital Federal,3500
4,50 años,1,,,2,Frente,3,7100,Este,2,13,98,102,Departamento,Azcuenaga 1110,Barrio Norte - Capital Federal,32000
4,12 años,3,,2,,Frente,3,40244,Norte,,1,233,233,,Julieta Lantieri Al 1200,Puerto Madero - Capital Federal,5500
3,40 años,1,,,,Frente,2,8000,,,,82,87,,Arenales Al 900,Retiro - Capital Federal,1300
3,40 años,1,,,,Frente,2,8000,,,,82,87,,Arenales Al 900,Retiro - Capital Federal,1300
3,45 años,2,,,2,Contrafrente,2,4400,,2,,75,75,Departamento,Luis Maria Campos 1100,Palermo - Capital Federal,26900
3,45 años,2,,,2,Contrafrente,2,4400,,2,,75,75,Departamento,Luis Maria Campos 1100,Las Cañitas - Capital Federal,26900
3,45 años,2,,,2,Contrafrente,2,4400,,2,,75,75,Departamento,Luis Maria Campos 1100,Belgrano - Capital Federal,26900
4,,1,,,,Frente,3,3100,,,,82,82,Departamento,Cuenca  3400,Villa Del Parque - Capital Federal,22000
3,,1,,1,,Lateral,2,6000,,,,59,65,Departamento,Gral Paz 400,Núñez - Capital Federal,16000
4,38 años,2,,1,,,3,14592,,,,88,102,Departamento,Arenales 900,Retiro - Capital Federal,21000
3,30 años,1,,,,Frente,2,3000,,,,56,62,Departamento,Ricardo Gutierrez 3200,Villa Del Parque - Capital Federal,18000
4,10 años,3,,1,1,Frente,3,,,,10,120,130,Piso,Carabobo 200,Caballito - Capital Federal,30000
4,40 años,3,,,,Contrafrente,3,,,,,110,119,,Ayacucho Al 1400,Recoleta - Capital Federal,27000
3,52 años,2,,1,,,2,,,,,121,131,Departamento,Posadas 1300,Recoleta - Capital Federal,1500
4,,2,,,,Frente,3,4450,,,4,120,124,Departamento,Av. Corrientes 3900,Almagro - Capital Federal,24000
3,,1,,,,,2,,,,,80,80,,Flores Savingny 1700,Parque Chacabuco - Capital Federal,17000
3,50 años,1,,,5,Contrafrente,2,,,17,22,72,75,Departamento,Fray Cayetano Rodriguez 850,Flores - Capital Federal,15000
3,,3,,1,,Frente,2,28000,Este,,,188,188,Departamento,Marta Lynch 500,Puerto Madero - Capital Federal,4000
3,,1,,,,,2,,,,,80,80,,Flores Savingny 1700,Parque Chacabuco - Capital Federal,17000
1,6 años,1,,,3,Contrafrente,1,3000,,,8,40,44,Departamento,Corrientes Al 2900,Once - Capital Federal,11000
3,2 años,2,,1,,Frente,2,15000,Norte,,1,108,125,,Castañeda 2020,Belgrano Chico - Capital Federal,3000
3,,1,,,,,2,,,,,80,80,,Flores Savingny 1700,Parque Chacabuco - Capital Federal,17000
4,39 años,1,,,,,3,,,,,78,89,Departamento,Jaramillo Y Amenabar,Núñez - Capital Federal,21500
3,,2,,1,,Frente,2,5550,,,9,57,63,Departamento,Potosi 3900,Almagro - Capital Federal,19000
3,5 años,2,,,2,Frente,2,4200,,1,9,50,54,Departamento,Virrey Del Pino 2845,Belgrano - Capital Federal,20000
2,4 años,1,,,4,Frente,1,3500,Norte,3,6,47,47,Departamento,Helguera  4500,Villa Urquiza - Capital Federal,14000
4,40 años,2,,,1,Frente,3,6815,,,10,112,122,Departamento,Gallo Al 1500,Barrio Norte - Capital Federal,26000
4,32 años,4,1,1,2,,3,11000,,6,21,200,210,Semi piso,Suipacha 1300,Retiro - Capital Federal,54000
3,,2,,1,,Contrafrente,2,5600,,,,75,75,Departamento,Larrea 1100,Barrio Norte - Capital Federal,20000
2,55 años,1,,,4,Contrafrente,1,3500,,3,7,38,38,Departamento,Posadas 1500,Barrio Norte - Capital Federal,16900
4,,2,,,,Contrafrente,3,5915,,,,91,98,Departamento,3 De Febrero 2200,Belgrano - Capital Federal,23000
4,0 años,1,,,,Contrafrente,3,,,,,65,74,Departamento,Juan B. Alberdi 4163,Floresta - Capital Federal,16000
3,,1,,,,Frente,2,2300,Norte,,,54,54,Departamento,Nicaragua  4800,Palermo Soho - Capital Federal,17000
3,25 años,,,1,,,2,5700,Norte,,31,63,73,Departamento,Salguero Jeronimo 2700,Palermo - Capital Federal,1400
4,15 años,2,,1,,Frente,3,19000,Norte,,,162,162,,Ramsay Al 1900,Belgrano Chico - Capital Federal,3000
3,25 años,,,1,,,2,5700,Norte,,31,63,73,Departamento,Salguero Jeronimo 2700,Palermo - Capital Federal,1400
4,15 años,3,,1,,Frente,3,18000,Norte,,1,198,220,,Ramsay Al 1900,Belgrano - Capital Federal,3850
3,0 años,3,,1,,,2,14000,,,,110,125,Departamento,Juana Manso Al 100,Puerto Madero - Capital Federal,85000
5,19 años,3,,2,,Frente,4,23000,Norte,,,177,177,,Ramsay Al 1900,Belgrano Chico - Capital Federal,3600
4,,2,,,,Contrafrente,3,3600,,,,100,100,,San Benito De Palermo Al 1500,Las Cañitas - Capital Federal,27000
4,0 años,3,,2,,,3,25000,Norte,,1,330,430,,Castañeda 2,Belgrano - Capital Federal,9000
5,20 años,3,,2,,Frente,4,18000,Norte,,,280,280,,Teodoro Garcia 1900 E/villanueva Y,Belgrano - Capital Federal,5000
3,50 años,3,,,,,2,,Norte,,,130,137,,Montevideo Al 1800,Recoleta - Capital Federal,3000
4,,2,,1,,,3,7000,,,,130,130,Dúplex,Av. Congreso 2000,Núñez - Capital Federal,49800
3,60 años,1,,,2,Frente,2,6000,,4,7,60,60,Semi piso,Yerbal 3166,Flores - Capital Federal,11000
3,40 años,2,,,,Contrafrente,2,6500,,,,69,75,Departamento,Sanchez De Bustamante Al 2500,Recoleta - Capital Federal,31000
3,,3,,,,,2,,Norte,,,130,137,,Montevideo Al 1800,Recoleta - Capital Federal,3200
3,0 años,3,,2,,,2,,,,,185,212,Departamento,Macacha Guemes  Al 300,Puerto Madero - Capital Federal,5900
2,3 años,1,,1,,Frente,1,19440,,,1,108,108,,Macacha Güemes Al 300 Madero Center,Puerto Madero - Capital Federal,2000
2,3 años,,,1,,Frente,,22410,Norte,,1,106,106,,Macacha Güemes Al 300,Puerto Madero - Capital Federal,2200
2,55 años,1,,,4,Contrafrente,1,3500,,3,7,38,38,Departamento,Posadas 1500,Recoleta - Capital Federal,16900
3,0 años,2,,1,,Contrafrente,2,14000,Norte,,1,80,,,Sucre 734,Belgrano Chico - Capital Federal,1500
3,0 años,2,,2,,,2,,,,,120,120,Departamento,Beruti Al 4600,Palermo Chico - Capital Federal,2500
3,,1,,,,Frente,2,10500,,,14,120,130,Departamento,Santa Fe Av. 1100,Barrio Norte - Capital Federal,26000
2,4 años,1,,,4,Frente,1,3500,Norte,3,6,47,47,Departamento,Helguera 4500,Villa Urquiza - Capital Federal,14000
3,,2,,1,,,2,,,,,87,97,Departamento,Avda Del Libertador 7500,Núñez - Capital Federal,30000
4,,1,,,,Frente,3,,,,,130,130,Departamento,"Pueyrredon, Av. 700",Once - Capital Federal,20000
3,,1,,,,,2,,,,,90,90,,Palpa 3500,Chacarita - Capital Federal,24000
5,0 años,3,,2,,Frente,3,,,,27,200,230,Departamento,Ramsay Al 2000,Núñez - Capital Federal,7000
3,0 años,2,,,,,2,13000,,,,80,88,Departamento,Olga Cossettini  Al 1600,Puerto Madero - Capital Federal,38900
4,,2,,,,,3,6500,,,,84,93,Departamento,Cespedes 2539,Belgrano - Capital Federal,23000
4,15 años,3,,2,,Frente,3,21000,Norte,,1,190,210,,Ramsay 1945,Belgrano - Capital Federal,4100
3,3 años,2,,2,,Frente,2,35690,Norte,,1,208,208,,Macacha Güemes Al 300 Madero Center,Puerto Madero - Capital Federal,4500
3,0 años,,,2,,,2,,,,,184,184,Departamento,Guemes Macacha Al 300,Puerto Madero - Capital Federal,3700
3,0 años,2,,1,,Contrafrente,2,22835,,,,136,136,Departamento,Guemes Macacha Al 300,Puerto Madero - Capital Federal,2600
5,53 años,2,,2,,Frente,3,30000,,,,200,240,Departamento,Del Libertador Al 2200,Palermo Chico - Capital Federal,4000
3,0 años,,,2,,,2,,,,,175,175,Departamento,Guemes Macacha Al 300,Puerto Madero - Capital Federal,3300
,0 años,2,,,,,3,,,,,100,100,,"Las Heras 1700, Piso 15",Recoleta - Capital Federal,2900
,0 años,2,,,,,3,,,,,100,100,,"Las Heras 1700, Piso 15",Recoleta - Capital Federal,2900
3,,1,,,,,2,,,,,80,80,,Flores Savingny 1700,Parque Chacabuco - Capital Federal,17000
3,,1,,,,Frente,2,2592,,,,53,53,Departamento,Cachimayo 100,Caballito - Capital Federal,18000
1,,1,,,,Interno,,,,3,,29,29,Departamento,Santa Fe 1126,Constitución - Capital Federal,10000
3,,1,,,,,2,,,,,64,70,Departamento,Rivadavia 5600,Caballito - Capital Federal,19000
3,,1,,,,,2,,,,,60,60,,Estivao  90,Villa Crespo - Capital Federal,16000
4,,1,,,,Frente,3,4000,,,,96,104,Departamento,Yapeyú 300,Almagro - Capital Federal,23000
3,,1,,,,,2,,,,,56,56,,Tinogasta 3750,Villa Del Parque - Capital Federal,16000
1,15 años,1,,,3,Lateral,1,3200,Sur,5,7,30,30,Departamento,Salta  500,Monserrat - Capital Federal,10000
1,3 años,2,,1,,,1,6000,,,,47,47,Departamento,Av. Luis María Campos 500,Las Cañitas - Capital Federal,205000
3,0 años,1,,1,,Frente,2,,Norte,,1,110,110,,Posadas 1100 E/cerrito Y Libertad,Barrio Norte - Capital Federal,1900
4,,1,,,,Frente,3,4500,,,,,,Semi piso,San Luis 2400,Balvanera - Capital Federal,20000
4,0 años,2,,,,,3,4400,,,,80,85,Departamento,Cuenca Al 800,Flores - Capital Federal,13800
3,60 años,1,,,2,Frente,2,6000,,4,7,60,60,Semi piso,Yerbal 3166,Villa Luro - Capital Federal,11000
4,39 años,2,,1,,Frente,3,9370,,,,120,135,Departamento,Anchorena Al 1400,Barrio Norte - Capital Federal,32000
